gid;name;number_;address;open;available;free;total;ticket;updated_at;globalid;created_user;created_date;last_edited_user;last_edited_date;geo_shape;geo_point_2d
901611;031_CALLE SALAMANCA;31;Salamanca - Conde Altea;T;0;17;19;F;28/11/2022 10:51:09;{90F254B5-0351-426E-9371-E1FB2B925C8F};;;;;"{""coordinates"": [-0.3650283531086902, 39.467365304622646], ""type"": ""Point""}";39.467365304622646,-0.3650283531086902
901629;49_C/ RICARDO MUÑOZ SUAY;49;Ricardo Muñoz Suay - María José Victoria Fuster (C.C. El Saler);T;16;9;25;F;28/11/2022 10:51:09;{E107914C-164C-471B-87DB-DBFE9D42C152};;;;;"{""coordinates"": [-0.3571104198826364, 39.45298693239739], ""type"": ""Point""}";39.45298693239739,-0.3571104198826364
901631;51_PSO. DE LAS MORERAS;51;Moreras (Oceanográfico);T;17;3;20;T;28/11/2022 10:51:09;{986EF810-887F-4B64-BD88-A53FDA41BF60};;;;;"{""coordinates"": [-0.3472273049060467, 39.45218324552497], ""type"": ""Point""}";39.45218324552497,-0.3472273049060467
901633;53_C/ LUIS GARCIA BERLANGA;53;Alameda - Pintor Maella;T;24;1;25;F;28/11/2022 10:51:09;{3C62B727-C535-4F6A-B389-AB33E925B355};;;;;"{""coordinates"": [-0.34813930400480075, 39.45676426141678], ""type"": ""Point""}";39.45676426141678,-0.34813930400480075
901635;55_AVDA. DE FRANCIA;55;Francia - Pintor Maella;T;19;6;25;F;28/11/2022 10:51:09;{F017AF9F-8123-492D-9512-510867FADBA3};;;;;"{""coordinates"": [-0.34868630411595647, 39.45934326975421], ""type"": ""Point""}";39.45934326975421,-0.34868630411595647
901638;058_PLAZA DE ESPAÑA;58;Plaza España;T;1;19;20;T;28/11/2022 10:51:09;{FFD10133-FC3D-46E9-83CB-50395765CD64};;;;;"{""coordinates"": [-0.3815864106638383, 39.46621830848607], ""type"": ""Point""}";39.46621830848607,-0.3815864106638383
901691;111_UNIVERSIDAD POLITECNICA – JUNTO PISTAS DEPORTI;111;UPV Galileo;T;27;3;30;F;28/11/2022 10:51:09;{779F1B53-E5AA-453A-B5FA-A996B5043B60};;;;;"{""coordinates"": [-0.3395082613341325, 39.48066419504159], ""type"": ""Point""}";39.48066419504159,-0.3395082613341325
901693;113_ETS CAMINOS;113;UPV Caminos;T;38;0;38;T;28/11/2022 10:51:09;{C3CC2459-0619-43AF-AE09-B2E96934BF51};;;;;"{""coordinates"": [-0.3436112694462359, 39.48127634089521], ""type"": ""Point""}";39.48127634089521,-0.3436112694462359
901695;115_C/ DR. VICENTE ZARAGOZA;115;Cataluña - Doctor Vicente Zaragozá;T;15;0;16;F;28/11/2022 10:51:09;{A8EDDBFB-9C8A-444F-B36C-8233BD9DA6D2};;;;;"{""coordinates"": [-0.3521482985209469, 39.481562345598135], ""type"": ""Point""}";39.481562345598135,-0.3521482985209469
901711;131_CALLE SANTA AMALIA  2;131;CALLE SANTA AMALIA  2, esquina POETA BODRIA;T;8;12;20;T;28/11/2022 10:51:09;{4802E8DD-FBA5-486F-8F5C-891215A84F96};;;;;"{""coordinates"": [-0.3729122732215235, 39.48141722170027], ""type"": ""Point""}";39.48141722170027,-0.3729122732215235
901712;132_C/ RUAYA;132;Platero Suárez - Milagrosa;T;1;14;15;F;28/11/2022 10:51:09;{0CBC89DA-F267-4F97-BCE7-56767C31BE7E};;;;;"{""coordinates"": [-0.3734343681182198, 39.48528636793778], ""type"": ""Point""}";39.48528636793778,-0.3734343681182198
901714;134_C/ MAXIMILIANO THOUS;134;Maximiliano Thous - Luz Casanova;T;8;12;20;F;28/11/2022 10:51:09;{52F8CEF1-900A-48E6-8055-173FD22FDA4C};;;;;"{""coordinates"": [-0.37333936513208965, 39.48765637635625], ""type"": ""Point""}";39.48765637635625,-0.37333936513208965
901728;148_XÀTIVA_PLAZA_DE_TOROS;148;C/Xàtiva 30-32;T;30;4;35;T;28/11/2022 10:51:09;{1BF6F2B9-F609-4269-A4C6-EB30DD271A10};;;;;"{""coordinates"": [-0.3753782937388751, 39.46714522461298], ""type"": ""Point""}";39.46714522461298,-0.3753782937388751
901744;164_PAVIA 1;164;Pavía - Columbretes;T;5;11;17;F;28/11/2022 10:51:09;{D49B1811-F01E-40C8-BAE0-FCEE372E5925};;;;;"{""coordinates"": [-0.3246342149862025, 39.46846028903177], ""type"": ""Point""}";39.46846028903177,-0.3246342149862025
901724;144_CALLE_MARQUES_DE_SAN_JUAN;144;Marqués de San Juan - Diputat Lluís Lucía;T;1;14;15;F;28/11/2022 10:51:09;{0EDD5D39-E3F6-4D5F-B0E7-C3E94A73C53C};;;;;"{""coordinates"": [-0.39548044804080085, 39.4787793569025], ""type"": ""Point""}";39.4787793569025,-0.39548044804080085
901729;149_AVDA. PERIS Y VALERO;149;Peris y Valero - Salamanca;T;2;18;20;F;28/11/2022 10:51:09;{9384AD58-5BD5-4A9D-BE18-A563D16A7EC8};;;;;"{""coordinates"": [-0.36179534600499663, 39.462934287947085], ""type"": ""Point""}";39.462934287947085,-0.36179534600499663
901731;151_JERONIMO MONSORIU;151;Jerónimo Monsoriu - Alcalde Cano Coloma;T;9;11;20;F;28/11/2022 10:51:09;{7D6D37B7-0A36-4FAE-98A0-191769754E28};;;;;"{""coordinates"": [-0.33711726031421224, 39.464669282422186], ""type"": ""Point""}";39.464669282422186,-0.33711726031421224
901770;190_CTRA_MALILLA;190;Cra. Malilla - Bulevar Sur;T;2;16;18;T;28/11/2022 10:51:09;{DA98C45C-4E0F-468B-9CC5-3E4558419CF9};;;;;"{""coordinates"": [-0.38029642271654757, 39.44608224133691], ""type"": ""Point""}";39.44608224133691,-0.38029642271654757
901778;198_CALLE_FONTANARS_DELS_AFORINS;198;Fontanars dels Aforins - Vall d'Uixó;T;0;20;20;T;28/11/2022 10:51:09;{685EF355-524B-4971-88B6-1A08D56733BE};;;;;"{""coordinates"": [-0.395316462028443, 39.46088029740053], ""type"": ""Point""}";39.46088029740053,-0.395316462028443
901769;189_HOSPITAL_NUEVA_FE;189;Hospital Nueva Fe (administración);T;16;14;30;T;28/11/2022 10:51:09;{57A1B318-7D55-417F-B67D-F081F43C25ED};;;;;"{""coordinates"": [-0.37706532415787625, 39.44477922701873], ""type"": ""Point""}";39.44477922701873,-0.37706532415787625
901771;191_CTRA_MALILLA;191;Esparraguera - Cra. Malilla;T;0;15;15;F;28/11/2022 10:51:09;{B4764896-F53E-43E6-BF08-22E3F5F1BD8D};;;;;"{""coordinates"": [-0.37886641388495107, 39.45032925434954], ""type"": ""Point""}";39.45032925434954,-0.37886641388495107
901773;193_CALLE_CARTEROS;193;Uruguay - Carteros;T;13;7;20;T;28/11/2022 10:51:09;{CDE15EDF-C71D-47E9-BFDC-DBBD6A91D646};;;;;"{""coordinates"": [-0.386718436578698, 39.45514627443484], ""type"": ""Point""}";39.45514627443484,-0.386718436578698
901775;195_CALLE_GIORGETA;195;Giorgeta - Roig de Corella;T;1;14;16;F;28/11/2022 10:51:09;{44E1A52C-CAA5-49A5-A373-363AB88C6F64};;;;;"{""coordinates"": [-0.3842814248129742, 39.459384287208486], ""type"": ""Point""}";39.459384287208486,-0.3842814248129742
901777;197_CALLE_FONTANARS_DELS_AFORINS;197;Fontanars dels Aforins - Jacinto Labaila;T;3;12;15;F;28/11/2022 10:51:09;{2CE9F234-8E56-47C4-8F5F-50FEC2D3C776};;;;;"{""coordinates"": [-0.39233345436447337, 39.458184286737165], ""type"": ""Point""}";39.458184286737165,-0.39233345436447337
901723;143_AVDA. MENENDEZ PIDAL;143;Pio XII - Menéndez PIdal (Nuevo Centro);T;9;21;30;T;28/11/2022 10:51:09;{DCF19DA9-B6A7-402A-A1F1-26C7BB2115D2};;;;;"{""coordinates"": [-0.39093643241708165, 39.4795373575288], ""type"": ""Point""}";39.4795373575288,-0.39093643241708165
901727;147_CALLE_PIE_DE_LA_CRUZ_CALLE_DE_LA_REJA;147;Pie de la Cruz - Rejas;T;6;8;15;F;28/11/2022 10:51:09;{E9335479-7434-45D7-A8E2-422ADD0964BA};;;;;"{""coordinates"": [-0.3802074001545322, 39.47320133107913], ""type"": ""Point""}";39.47320133107913,-0.3802074001545322
901726;146_AVDA. CAMPANAR;146;Av. Campanar (La Fe);T;4;22;26;T;28/11/2022 10:51:09;{3BDDBDB7-3D2E-4FFF-97E8-73DC25834B17};;;;;"{""coordinates"": [-0.3909524281114989, 39.48511037548845], ""type"": ""Point""}";39.48511037548845,-0.3909524281114989
901754;174_CALLE_MONDUBER;174;Monduber - Peset Aleixandre;T;4;15;19;T;28/11/2022 10:51:09;{530464A9-F58D-4562-864E-EAC30449B2AA};;;;;"{""coordinates"": [-0.38664740957644866, 39.489438388167024], ""type"": ""Point""}";39.489438388167024,-0.38664740957644866
901681;101_AVDA. BLASCO IBAÑEZ 10;101;Marino Blas de Lezo (estación Cabañal Adif);T;10;20;30;T;28/11/2022 10:51:09;{0F96F083-F358-4217-8DC8-37EF6F3361A2};;;;;"{""coordinates"": [-0.3343612466069016, 39.47006829907817], ""type"": ""Point""}";39.47006829907817,-0.3343612466069016
901688;108_ LUIS PEIXO;108;Luís Peixó 20;T;11;3;15;T;28/11/2022 10:51:09;{5555EB06-F123-45DC-A844-542826DF9105};;;;;"{""coordinates"": [-0.3339152679031098, 39.47382619077011], ""type"": ""Point""}";39.47382619077011,-0.3339152679031098
901698;118_C/ DR. GOMEZ FERRER;118;Gómez Ferrer - Álvaro de Bazán;T;8;12;20;F;28/11/2022 10:51:09;{F47ED0E6-D0C8-43C1-90E7-7501C903EB46};;;;;"{""coordinates"": [-0.3604163266878076, 39.480466345728246], ""type"": ""Point""}";39.480466345728246,-0.3604163266878076
901767;187_AVDA_AUSIAS_MARCH;187;Ángel Villena - Ausias March;T;7;6;15;T;28/11/2022 10:51:09;{9B144FEE-0FB1-40DC-A1C9-03A29C718A77};;;;;"{""coordinates"": [-0.3688183809361798, 39.447960241518516], ""type"": ""Point""}";39.447960241518516,-0.3688183809361798
901742;162_PZA. ARMADA ESPAÑOLA;162;Armada Española - Mariano Cuber;T;10;6;19;F;28/11/2022 10:51:09;{F0AE3387-BA9A-4C55-871F-D8DDB134F457};;;;;"{""coordinates"": [-0.3297952360224295, 39.46360427573933], ""type"": ""Point""}";39.46360427573933,-0.3297952360224295
901762;182_AVDA_AUSIAS_MARCH;182;Ausias March - Pianista Amparo Iturbi;T;0;19;21;F;28/11/2022 10:51:09;{06B98481-93F0-473F-A44A-9D04C88BA7C0};;;;;"{""coordinates"": [-0.37496539716978367, 39.455432269344854], ""type"": ""Point""}";39.455432269344854,-0.37496539716978367
901766;186_CALLE_INGENIERO_JOAQUIN_BENLLOCH;186;Benifairó de Valldigna - Joaquín Benlloch;T;6;6;14;F;28/11/2022 10:51:09;{E8DBDA1A-814A-43B2-A0CB-0B5669878495};;;;;"{""coordinates"": [-0.3740153970137416, 39.45039125246078], ""type"": ""Point""}";39.45039125246078,-0.3740153970137416
901768;188_HOSPITAL_NUEVA_FE;188;Hospital Nueva Fe (consultas externas);T;40;0;40;F;28/11/2022 10:51:09;{A3F895B6-ABF4-42B5-8AEA-3DCE7FB36993};;;;;"{""coordinates"": [-0.3751583239336074, 39.44462122517277], ""type"": ""Point""}";39.44462122517277,-0.3751583239336074
901803;223_CALLE_VALLE_BALLESTERA_ESQ_PLAZA_POLICIA_LOCAL;223;Valle de la Ballestera - Hospital Nueve de Octubre;T;3;17;20;T;28/11/2022 10:51:09;{31E031E7-064A-4234-A9DD-D3EE1493AD72};;;;;"{""coordinates"": [-0.4011874677803583, 39.47855835893999], ""type"": ""Point""}";39.47855835893999,-0.4011874677803583
901805;225_CALLE_PADRE_BARRANCO_DESPUES_CALLE_BENIFAIRO;225;Padre Barranco - Carlos Ruano Llopis (Pintor);T;5;15;20;T;28/11/2022 10:51:09;{DBBF475E-F331-4BC6-9F4F-5ACCC0021579};;;;;"{""coordinates"": [-0.40114246019172434, 39.488107390420495], ""type"": ""Point""}";39.488107390420495,-0.40114246019172434
901807;227_CALLE_SAN_CLEMENTE_ENTRA_HOSPITAL_ARNAU_VILANO;227;San Clemente - Hospital Arnau de Vilanova;T;15;5;20;T;28/11/2022 10:51:09;{739E1FAE-653E-4CBF-8ABD-C01E37A78C20};;;;;"{""coordinates"": [-0.40293146422681364, 39.49024839844318], ""type"": ""Point""}";39.49024839844318,-0.40293146422681364
901817;237_LEVANTE_UD_AVDA_ECUADOR;237;Levante U.D. - Ecuador;T;3;12;15;T;28/11/2022 10:51:09;{6723EE6F-0DC9-4DC8-85B9-18149FE93BE6};;;;;"{""coordinates"": [-0.39103842063587124, 39.494758407776374], ""type"": ""Point""}";39.494758407776374,-0.39103842063587124
901819;239_LA_FLORISTA_TRANVIA_PALACIO_CONGRESOS;239;Florista - T4 (Palau de Congressos);T;4;16;20;T;28/11/2022 10:51:09;{34F75A91-BF9E-4BD7-B2E9-C0ECCF21A640};;;;;"{""coordinates"": [-0.39996444953107335, 39.4969854198013], ""type"": ""Point""}";39.4969854198013,-0.39996444953107335
901822;242_LA_SAFOR_AVDA_MAESTRO_RODRIGO;242;La Safor - Maestro Rodrigo;T;3;12;15;F;28/11/2022 10:51:09;{737A1C93-FFB3-4A29-914D-E3A116F7C49D};;;;;"{""coordinates"": [-0.4041974712326189, 39.487907391410516], ""type"": ""Point""}";39.487907391410516,-0.4041974712326189
901826;246_AVDA_TRES_CRUCES_ENTRADA_HOSPITAL_GENERAL;246;Tres Cruces - Hospital General;T;1;19;20;F;28/11/2022 10:51:09;{B2315B18-220B-420B-BEA9-9D22BD3E4EEC};;;;;"{""coordinates"": [-0.4065094941412157, 39.469090330003425], ""type"": ""Point""}";39.469090330003425,-0.4065094941412157
901787;207_CALLE_MILLARES_ESQ_CALLE_FEDERICO_GARCA_LORCA;207;Giorgeta, 64;T;7;8;15;F;28/11/2022 10:51:09;{70977259-98F4-4454-A731-516F7DC976D1};;;;;"{""coordinates"": [-0.381905420300487, 39.45539327294658], ""type"": ""Point""}";39.45539327294658,-0.381905420300487
901833;253_PLAZA_JOSE_MELIA_CASTELLO_CAMPOS_CRESPO;253;José Meliá Castelló - Campos Crespo;T;1;14;15;F;28/11/2022 10:51:09;{B20649C6-8FEF-4ADB-BE60-43A836984E94};;;;;"{""coordinates"": [-0.4011014879360589, 39.45272627278094], ""type"": ""Point""}";39.45272627278094,-0.4011014879360589
901789;209_AVDA_GASPAR_AGUILAR_ESQ_CALLE_MUSICO_PENELLA;209;Gaspar Aguilar - Músico Penella;T;6;12;18;T;28/11/2022 10:51:09;{6A8DD56E-E1BC-4E33-AB1B-FCA0ECDA09A2};;;;;"{""coordinates"": [-0.39301546105732643, 39.45208226727133], ""type"": ""Point""}";39.45208226727133,-0.39301546105732643
901793;213_CALLE_ARCHIDUQUE_CARLOS_ESQ_CALLE_JOSE_MA_MOR;213;Archiduque Carlos - José María Mortes Lerma;T;3;12;15;F;28/11/2022 10:51:09;{7D0158D8-460D-4266-8A0D-5D139C1FCBF1};;;;;"{""coordinates"": [-0.39697246591763863, 39.463165305912604], ""type"": ""Point""}";39.463165305912604,-0.39697246591763863
901809;229_CALLE_AITANA_ESQ_AVDA_BURJASSOT;229;Aitana - Florista;T;0;16;16;F;28/11/2022 10:51:09;{BB1387B8-D191-4692-AFAC-393BCBBB24D7};;;;;"{""coordinates"": [-0.39480643424749534, 39.493104403991694], ""type"": ""Point""}";39.493104403991694,-0.39480643424749534
901813;233_SAN_JUAN_BOSCO_SANTIAGO_RUSIÑOL;233;San Juan Bosco - Santiago Rusiñol;T;1;14;15;T;28/11/2022 10:51:09;{E16662AE-116C-4778-99B6-9F2EE6D2A06E};;;;;"{""coordinates"": [-0.36943734517384297, 39.497160406039164], ""type"": ""Point""}";39.497160406039164,-0.36943734517384297
901800;220_CALLE_CASTAN_TOBEÑAS_ESQ_CALLE_DE_GOYA;220;Castán Tobeñas - Patriques;T;4;12;16;T;28/11/2022 10:51:09;{66DB21B9-2855-4DE8-A974-71D486DC9F78};;;;;"{""coordinates"": [-0.3983214623957442, 39.47385534208041], ""type"": ""Point""}";39.47385534208041,-0.3983214623957442
901814;234_PLAZA MUSICO_ESPI_JOSE_ESTEVE;234;Plaza Músico Espí;T;12;3;15;F;28/11/2022 10:51:09;{54898158-62A5-4943-BB6A-B47C5C475DC1};;;;;"{""coordinates"": [-0.3736443597891149, 39.49649940567526], ""type"": ""Point""}";39.49649940567526,-0.3736443597891149
901841;261_PZA_XUQUER_ESQ_VINALOPO;261;Plaza Xuquer - Vinalopó;T;10;9;19;F;28/11/2022 10:51:09;{EBB2DD40-8BD6-473B-AA10-EADC17F4B885};;;;;"{""coordinates"": [-0.35037729588168837, 39.47667632834523], ""type"": ""Point""}";39.47667632834523,-0.35037729588168837
901845;265_C_ALCASSER_POETA_ALBERTO_LISTA;265;Alcasser - Poeta Alberto Lista;T;4;10;15;F;28/11/2022 10:51:09;{36C10721-C033-43B5-97A9-9F34E4FDE3F4};;;;;"{""coordinates"": [-0.40811749816977394, 39.470973337167365], ""type"": ""Point""}";39.470973337167365,-0.40811749816977394
901851;271_CALLE_SALVADOR_CERVERÓ_CALLE_CARLOS_CORTINA;271;Salvador Cerveró - Carlos Cortina;T;1;14;15;F;28/11/2022 10:51:09;{24F231CA-F42E-489D-A6B6-2A589B0A7FFF};;;;;"{""coordinates"": [-0.38989141267304944, 39.49927942267903], ""type"": ""Point""}";39.49927942267903,-0.38989141267304944
901853;273_CALLE_MORAIRA_CALLE_DALT_DE_LA_MAR;273;Moraira - Alta del Mar;T;11;4;15;T;28/11/2022 10:51:09;{2EB9DE86-5785-4D81-9CD7-8B5CD75B8743};;;;;"{""coordinates"": [-0.3332722584595297, 39.450305232524904], ""type"": ""Point""}";39.450305232524904,-0.3332722584595297
901855;275_CAMINO_DE_LAS_MORERAS_ESQ_RONDA_DE_NAZARET;275;Moreras - Rona de Nazaret;T;9;11;20;F;28/11/2022 10:51:09;{E954FA26-D4D7-4D5F-B3D5-BABA1881587A};;;;;"{""coordinates"": [-0.3350652633218127, 39.45230524022502], ""type"": ""Point""}";39.45230524022502,-0.3350652633218127
901852;272_VICENTE_LA_RODA_C_INGENIERO_FAUSTO_ELIO;272;Vicente la Roda - Ingeniero Fausto Elio;T;2;13;15;F;28/11/2022 10:51:09;{2C6C6C17-1FFE-4A60-8D54-A540D28064C5};;;;;"{""coordinates"": [-0.33219023115385166, 39.48062333339468], ""type"": ""Point""}";39.48062333339468,-0.33219023115385166
901854;274_MANUEL_ANDRES_CASTELL_DE_POLOP;274;San Francisco de Paula - Castell de Pop;T;9;6;15;F;28/11/2022 10:51:09;{9E62C559-C193-4C67-937E-E737439864FC};;;;;"{""coordinates"": [-0.3331882593063431, 39.44807022576504], ""type"": ""Point""}";39.44807022576504,-0.3331882593063431
901624;44_AVDA. GRAL. URRUTIA;44;General Urrutia - Av. de la Plata;T;4;15;19;T;28/11/2022 10:51:09;{CB77C7BC-24E8-4F97-8FB2-8A4F82D6F622};;;;;"{""coordinates"": [-0.36301435452576164, 39.45642926768604], ""type"": ""Point""}";39.45642926768604,-0.36301435452576164
901625;45_AVDA. GRAL. URRUTIA;45;Hermanos Maristas - General Urrutia;T;5;10;15;F;28/11/2022 10:51:09;{3F7FBF53-8FCF-44A8-909D-B8B5C2F58139};;;;;"{""coordinates"": [-0.36185535292343096, 39.45381925759081], ""type"": ""Point""}";39.45381925759081,-0.36185535292343096
901643;063_AVDA. DEL PUERTO I;63;Av Puerto 19 (Telefónica);T;19;0;20;T;28/11/2022 10:51:09;{E1326545-782E-41C3-88A6-152671A7DE89};;;;;"{""coordinates"": [-0.358414330727018, 39.46777930285978], ""type"": ""Point""}";39.46777930285978,-0.358414330727018
901623;43_C/ DE ORIENTE;43;Escultor José Capuz - Oriente;T;6;14;20;F;28/11/2022 10:51:09;{A89FBC48-5E2C-4510-91B1-1AC099112625};;;;;"{""coordinates"": [-0.36115334583643566, 39.459477276259406], ""type"": ""Point""}";39.459477276259406,-0.36115334583643566
901642;062_MENORCA;62;Menorca - Baleares;T;17;3;20;T;28/11/2022 10:51:09;{B819191E-B7D6-49BA-A1F9-5B76B725E49E};;;;;"{""coordinates"": [-0.3421522812931475, 39.45981126842254], ""type"": ""Point""}";39.45981126842254,-0.3421522812931475
901652;072_RAMIRO MAETZU;72;Ramiro de Maeztu - Peris Brell;T;0;15;15;F;28/11/2022 10:51:09;{BBF05D3E-C02F-42BD-ABBB-7BEBDF7BD573};;;;;"{""coordinates"": [-0.34644628196214244, 39.467257201162404], ""type"": ""Point""}";39.467257201162404,-0.34644628196214244
901654;074_PLAZA SAN FELIPE NERI;74;Plaza San Felipe Neri (Mercado Algirós);T;4;15;20;T;28/11/2022 10:51:09;{6B75FABC-32A6-48AD-9158-2967CA2B1201};;;;;"{""coordinates"": [-0.3537343124957471, 39.469949307546806], ""type"": ""Point""}";39.469949307546806,-0.3537343124957471
901657;77_C/ MOLINELL;77;Molinell - Calderón de la Barca;T;1;19;20;T;28/11/2022 10:51:09;{8C631D31-5B04-49C1-98B5-F3964821D00C};;;;;"{""coordinates"": [-0.36566734195835493, 39.48497336307338], ""type"": ""Point""}";39.48497336307338,-0.36566734195835493
901647;067_JUAN VERDEGUER;67;Juan Verdeguer - Toneleros;T;11;3;14;F;28/11/2022 10:51:09;{BBC2961A-677F-47B3-8640-C009D7649F6B};;;;;"{""coordinates"": [-0.33679826304022287, 39.45886026320377], ""type"": ""Point""}";39.45886026320377,-0.33679826304022287
901649;069_AVDA. DEL PUERTO;69;Av. Puerto - Serrería;T;14;11;25;F;28/11/2022 10:51:09;{C3BB42AB-6F87-4A30-8FC2-932F2D923480};;;;;"{""coordinates"": [-0.3387212679875118, 39.46195227384504], ""type"": ""Point""}";39.46195227384504,-0.3387212679875118
901651;071_AVDA DEL PUERTO VI;71;Av. Puerto - Plaza Tribunal de les Aigües;T;15;5;20;T;28/11/2022 10:51:09;{EA9387D5-C317-4757-85C4-E87844819B7A};;;;;"{""coordinates"": [-0.33353125122308164, 39.46038026686525], ""type"": ""Point""}";39.46038026686525,-0.33353125122308164
901674;094_AVDA. BLASCO IBAÑEZ 5;94;Blasco Ibañez - Clariano;T;8;12;20;F;28/11/2022 10:51:09;{0D2BAFDD-4D36-4AE0-A9FE-12FDF4DFB8A9};;;;;"{""coordinates"": [-0.35158330144926053, 39.47537832465668], ""type"": ""Point""}";39.47537832465668,-0.35158330144926053
901663;83_PZA. DE LA LEGIÓN ESPAÑOLA;83;General Elio - Llano del Real;T;14;8;25;T;28/11/2022 10:51:09;{3949A210-537D-487F-BCEF-25B18B69FC26};;;;;"{""coordinates"": [-0.3669703519914759, 39.47758533929587], ""type"": ""Point""}";39.47758533929587,-0.3669703519914759
901667;87_AVDA BLASCO IBAÑEZ 2;87;Blasco Ibañez - Doctor Gómez Ferrer (Clínico);T;28;5;33;T;28/11/2022 10:51:09;{E2AEB3B4-6A46-408F-9591-047AAF84B343};;;;;"{""coordinates"": [-0.36188033357859983, 39.47851834019109], ""type"": ""Point""}";39.47851834019109,-0.36188033357859983
901669;89_AVDA. BLASCO IBAÑEZ;89;Blasco Ibañez, 23 (F. Filosofía y Psicología);T;30;0;30;F;28/11/2022 10:51:09;{E58C2CF4-1B01-461E-BB35-A12E77068FA1};;;;;"{""coordinates"": [-0.3593183259089267, 39.47780233689744], ""type"": ""Point""}";39.47780233689744,-0.3593183259089267
901581;001_GUILLEN_DE_CASTRO;1;C/GUILLEM DE CASTRO esquina con C/NA JORDANA;T;1;24;25;T;28/11/2022 10:51:09;{42E49863-A930-4CD7-B5C3-C938F291B118};;;;;"{""coordinates"": [-0.38292927973315827, 39.48004223020643], ""type"": ""Point""}";39.48004223020643,-0.38292927973315827
901595;015_RIBERA;15;Ribera - Plaza Ayuntamiento;T;11;23;34;T;28/11/2022 10:51:09;{EDB852C4-04BF-4BB6-9484-3CE8224A77A0};;;;;"{""coordinates"": [-0.3756373880434071, 39.46908831533384], ""type"": ""Point""}";39.46908831533384,-0.3756373880434071
901582;002_CALLE_SALVADOR_GINER_CALLE_MUSEO;2;Salvador Giner - C. Museo;T;1;14;15;F;28/11/2022 10:51:09;{D429626A-5FB5-413B-8592-F22674816759};;;;;"{""coordinates"": [-0.3797483936090024, 39.479889353348874], ""type"": ""Point""}";39.479889353348874,-0.3797483936090024
901584;004_PLAZA_DE_LA_VIRGEN_CALLE_BAILIA;4;Plaza de la Virgen - Bailía;T;6;18;25;T;28/11/2022 10:51:09;{A55BF597-95BA-4988-9F9D-0947F62311F8};;;;;"{""coordinates"": [-0.37534238089458904, 39.476747340831494], ""type"": ""Point""}";39.476747340831494,-0.37534238089458904
901586;006_GUILLEN_CASTRO_CON_CALLE_SAN_PEDRO_PASCUAL;6;Guillem de Castro - San Pedro Pascual;T;9;5;15;T;28/11/2022 10:51:09;{815A77AA-E156-48EA-9D3E-0EAD377AC309};;;;;"{""coordinates"": [-0.38408341393871137, 39.472798331478145], ""type"": ""Point""}";39.472798331478145,-0.38408341393871137
901602;022_JUAN_LLORENS_57;22;Angel Guimerá - Juan Llorens;T;1;14;15;F;28/11/2022 10:51:09;{0210A353-2A04-4C07-A5ED-E90FF0E8C74A};;;;;"{""coordinates"": [-0.3883534313205414, 39.46978732404922], ""type"": ""Point""}";39.46978732404922,-0.3883534313205414
901610;030_CIRILO AMOROS;30;Cirilo Amorós - Jorge Juan (Mercado Colón);T;1;19;20;F;28/11/2022 10:51:09;{616473E9-9982-4103-9541-DCAD2A01FA0B};;;;;"{""coordinates"": [-0.36849936365579583, 39.468601309884924], ""type"": ""Point""}";39.468601309884924,-0.36849936365579583
901616;036_PZA_LOS_FUEROS_CONDE_TRENOR;36;Plaza de los Fueros - Conde Trenor;T;10;15;25;F;28/11/2022 10:51:09;{A74BB48F-6F67-41D9-AB92-DCB7A2C9DE80};;;;;"{""coordinates"": [-0.3754363798581042, 39.479072348860946], ""type"": ""Point""}";39.479072348860946,-0.3754363798581042
901618;38_AVDA. PERIS Y VALERO;38;Peris y Valero - Cabo Jubi;T;2;18;20;F;28/11/2022 10:51:09;{76A36858-7C93-4958-8A8B-22280B953817};;;;;"{""coordinates"": [-0.37024937736936264, 39.45940204927687], ""type"": ""Point""}";39.45940204927687,-0.37024937736936264
901597;017_ESTACION RENFE I;17;Xátiva - Bailén (Estación del Norte);T;3;27;30;T;28/11/2022 10:51:09;{EA034345-B817-48F4-BFEA-3E778AE1A1DF};;;;;"{""coordinates"": [-0.3772593951806123, 39.46746831099193], ""type"": ""Point""}";39.46746831099193,-0.3772593951806123
901607;027_CALLE_SAN_VICENTE_MARTIR_129;27;San Vicente Martir - Doctor Vilá Barberá;T;11;9;20;F;28/11/2022 10:51:09;{85584AF4-F818-4908-9A91-28E6F65B8582};;;;;"{""coordinates"": [-0.3818514137102655, 39.463362299305594], ""type"": ""Point""}";39.463362299305594,-0.3818514137102655
901615;35_C/ DUQUE DE CALABRIA;35;Regne de Valencia - Almirante Cadarso;T;7;11;20;T;28/11/2022 10:51:09;{27DDAA32-8C63-48CC-B72C-12D118DD212E};;;;;"{""coordinates"": [-0.36699436340059455, 39.46374929341137], ""type"": ""Point""}";39.46374929341137,-0.36699436340059455
901621;41_AVDA. GRAL. URRUTIA;41;General Urrutia - Granada;T;0;20;20;F;28/11/2022 10:51:09;{992C59A8-CF71-40BF-AFCC-B1E49C0BB0E8};;;;;"{""coordinates"": [-0.36477635908979195, 39.458912276426375], ""type"": ""Point""}";39.458912276426375,-0.36477635908979195
